year,state,district,total_votes,D,O,R,dPct,rPct,oPct,ID,INC,IncPct,Open,Challenge,Winner,Dreg,Rreg,Oreg,Dcont,Rcont,Ocont,Midterm?,PVI (0 to 100),PVI (-100 to 100),ID2,PresApprov,PresDisapp,PresApprovDiff,ECI,PresYrsIncumb,PresParty,Pres_Incumbent_SameParty,PrevElectionR%,PrevElectionD%,PrevElectionIncumbParty%,PrevElection2R%,PrevElection2D%,PrevElection2IncumbParty%,PrevPresR%,PrevPresD%,PrevPresImcumb%,PrevPresParty,PrevPresSameAsInc?,YearsIncumbPartyControl,TermsDemControl,TermsRepControl,Age 25 to 44,Age 65 and over,Race White,Race Black or African American,Race American Indian and Alaska Native,Race Asian,Race Native Hawaiian and Other Pacific Islander,Race Some other race,Race Two or more races,Race Hispanic or Latino,Unemployment Rate,Delta unemployment Rate,Median household income,PercentDelta median household income,Percent below poverty level,INC_DW_NOM,Sabato,SabatoNum,PVI2,demoScore
2012,SD,1,361429,153789,0,207640,0.425502658,0.574497342,0,2012SD1,R,0.574497342,0,1,R,#N/A,#N/A,#N/A,1044834.64,2688179.83,0,0,54.5,9,2012SD,0.42,0.52,-0.1,-11,4,D,0,0.481185001,0.458913802,0.481185001,0.324442556,0.675557444,0.324442556,53.2,44.7,53.2,R,1,1,0,1,24.4,14.3,86.3,1.2,8.6,0.9,0,0.8,2.2,2.7,3.3,0.3,48010,-0.054821912,8.8,0.395,Likely R,3,9,0
2012,TN,1,236800,47663,6885,182252,0.201279561,0.76964527,0.029075169,2012TN1,R,0.76964527,0,1,R,#N/A,#N/A,#N/A,23156.33,575316.38,0,0,60.5,21,2012TN,0.39,0.54,-0.15,-30,4,D,0,0.808393741,0.171167382,0.808393741,0.71824508,0.245433717,0.71824508,69.9,28.6,69.9,R,1,17,0,17,25.2,16.5,94.8,2.2,0.3,0.6,0,0.7,1.3,3.1,5.2,0.1,37704,-0.027928071,14.2,0.493,R,5,22,0
2012,TN,2,264505,54522,13089,196894,0.206128429,0.744386685,0.049484887,2012TN2,R,0.744386685,0,1,R,#N/A,#N/A,#N/A,17066,548500.62,0,0,58,16,2012TN,0.39,0.54,-0.15,-30,4,D,0,0.81783366,0.146499019,0.81783366,0.781128013,0.218871987,0.781128013,64,34.5,64,R,1,17,0,17,26,14.4,89.6,6.4,0.2,1.4,0,0.8,1.6,3.4,4.6,0.3,46110,-0.020472782,9.9,0.599,R,5,17,0
2012,TN,3,256829,91094,7905,157830,0.35468736,0.614533405,0.030779234,2012TN3,R,0.614533405,0,1,R,#N/A,#N/A,#N/A,151625.86,3070744.79,0,0,56,12,2012TN,0.39,0.54,-0.15,-30,4,D,0,0.567902453,0.280069852,0.567902453,0.693715589,0.274010982,0.693715589,61.3,37.3,61.3,R,1,9,0,9,25.5,15,84.9,11.3,0.2,1.2,0.1,1,1.3,3.5,6,0.5,41939,-0.033834855,12.9,0.473,R,5,13,0
2012,TN,4,230590,102022,0,128568,0.442438961,0.557561039,0,2012TN4,R,0.557561039,0,1,R,#N/A,#N/A,#N/A,700575.49,1266553.7,0,0,56.5,13,2012TN,0.39,0.54,-0.15,-30,4,D,0,0.570659363,0.385606314,0.570659363,0.378082905,0.587562299,0.378082905,62.6,35.8,62.6,R,1,1,0,1,24.5,16.5,92.6,3.9,0.2,0.4,0,0.8,2,2.7,5.4,0.3,38495,-0.024003117,13.8,0.594,Likely R,3,14,0
2012,TN,5,263083,171621,5222,86240,0.652345458,0.327805293,0.019849249,2012TN5,D,0.652345458,0,1,D,#N/A,#N/A,#N/A,664008.33,105269.79,1038.19,0,47.5,-5,2012TN,0.39,0.54,-0.15,-30,4,D,1,0.420748234,0.56226398,0.56226398,0.310124745,0.658438618,0.658438618,41.3,57.5,57.5,D,1,16,16,0,31.3,10.5,67.1,24.9,0.3,2.7,0.1,3.3,1.7,8.6,5.6,0.8,47748,-0.016231046,12.6,-0.161,D,-5,-5,0
2012,TN,6,241237,0,56854,184383,0,0.764323052,0.235676948,2012TN6,R,0.764323052,0,1,R,#N/A,#N/A,#N/A,0,3778666.39,0,0,57.5,15,2012TN,0.39,0.54,-0.15,-30,4,D,0,0.672568085,0.293823659,0.672568085,0,0.744226673,0,64.9,33.5,64.9,R,1,1,0,1,27.7,11.7,87.5,7.6,0.3,1.5,0,1.5,1.6,5.2,5.5,0.6,47552,-0.018274731,10.7,0.58,R,5,16,0
2012,TN,7,257306,61679,12897,182730,0.239710695,0.710166106,0.0501232,2012TN7,R,0.710166106,0,1,R,#N/A,#N/A,#N/A,0,1408632.56,20415,0,56.5,13,2012TN,0.39,0.54,-0.15,-30,4,D,0,0.723717228,0.247500945,0.723717228,0.685847369,0.314152631,0.685847369,62.4,36.3,62.4,R,1,15,0,15,27.2,11.1,79.9,14.3,0.3,2.5,0.1,1,1.9,4,5,0.5,62943,-0.019144305,7.6,0.615,R,5,14,0
2012,TN,8,279422,79490,9009,190923,0.284480105,0.683278339,0.032241556,2012TN8,R,0.683278339,0,1,R,#N/A,#N/A,#N/A,27027.15,911702.99,3878.12,0,57.5,15,2012TN,0.39,0.54,-0.15,-30,4,D,0,0.589940563,0.388040978,0.589940563,0,0.999700863,0,64.1,34.9,64.1,R,1,1,0,1,25.3,13.6,73.5,23.3,0.3,0.5,0.1,0.9,1.5,3,6.8,0.9,38930,-0.038273825,15.4,0.526,R,5,16,0
2012,TN,9,250986,188422,2822,59742,0.750727132,0.238029213,0.011243655,2012TN9,D,0.750727132,0,1,D,#N/A,#N/A,#N/A,882342.92,1633036.89,0,0,39,-22,2012TN,0.39,0.54,-0.15,-30,4,D,1,0.251128555,0.739969016,0.739969016,0,0.878540936,0.878540936,22.5,77,77,D,1,16,16,0,28.4,10.3,30.4,63,0.2,1.9,0,2.9,1.5,6.3,8.3,0.5,37997,-0.048109061,20.1,-0.401,D,-5,-22,0
2012,TX,1,249658,67222,4114,178322,0.269256343,0.714265115,0.016478543,2012TX1,R,0.714265115,0,1,R,#N/A,#N/A,#N/A,52774.06,759161.55,0,0,60.5,21,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.897294898,0,0.897294898,0.87576103,0,0.87576103,69,30,69,R,1,4,0,4,24.5,14.3,75.8,18.1,0.4,0.9,0,3.5,1.4,14.6,4.2,0.3,43274,-0.042704626,12.6,0.596,R,5,22,0
2012,TX,2,246328,80512,6152,159664,0.326848755,0.648176415,0.02497483,2012TX2,R,0.648176415,0,1,R,#N/A,#N/A,#N/A,47945.41,480982.47,6211,0,58,16,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.886111319,0,0.886111319,0.889225753,0,0.889225753,62,37,62,R,1,4,0,4,28.3,9.8,65.7,21.7,0.4,3.4,0.2,6.6,1.9,21.7,5,0.9,58366,-0.007315903,10.5,0.593,R,5,16,0
2012,TX,3,187180,0,0,187180,0,1,0,2012TX3,R,1,0,0,R,#N/A,#N/A,#N/A,7695.59,991300.41,0,0,59,18,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.662814768,0.31344496,0.662814768,0.597453312,0.38033403,0.597453312,61,37,61,R,1,17,0,17,31.7,7.4,65.6,11.1,0.4,12,0,7.9,3,22.1,4.6,0.5,70156,-0.024345744,8.1,0.609,R,5,17,0
2012,TX,4,250343,60214,7450,182679,0.240525998,0.729714831,0.02975917,2012TX4,R,0.729714831,0,1,R,#N/A,#N/A,#N/A,0,751132.83,0,0,60.5,21,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.731874644,0.219957485,0.731874644,0.687980475,0.292830447,0.687980475,70,29,70,R,1,4,0,4,26.7,12.7,81.3,10.4,0.8,1.8,0.1,3.4,2.2,12.8,4.6,0.5,53934,-0.05232321,9.9,0.424,R,5,22,0
2012,TX,5,208230,69178,4961,134091,0.332219181,0.643956202,0.023824617,2012TX5,R,0.643956202,0,1,R,#N/A,#N/A,#N/A,7842.5,2583174.15,0,0,57.5,15,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.7052706,0.275185168,0.7052706,0.835949728,0,0.835949728,62,37,62,R,1,8,0,8,27.1,12.7,75.9,14,0.5,2.1,0.1,5.5,1.9,20.7,4.6,0.5,49887,-0.037625033,11,0.704,R,5,15,0
2012,TX,6,249936,98053,6864,145019,0.392312432,0.580224537,0.027463031,2012TX6,R,0.580224537,0,1,R,#N/A,#N/A,#N/A,172616.07,2706571.56,829,0,56.5,13,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.659091888,0.311995177,0.659091888,0.620168079,0.356113364,0.620168079,57,42,57,R,1,14,0,14,28,9.8,69.9,16.7,0.8,4.3,0.1,6.1,2.2,22.8,5.2,0.6,55892,-0.037071495,10.5,0.528,R,5,12,0
2012,TX,7,234837,85553,6491,142793,0.364308009,0.608051542,0.027640448,2012TX7,R,0.608051542,0,1,R,#N/A,#N/A,#N/A,132082.45,924097.34,0,0,57,14,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.814472326,0,0.814472326,0.559009947,0.423608104,0.559009947,59,40,59,R,1,17,0,17,32.1,9.9,71,9.8,0.3,9.8,0.1,7.1,2,24.8,3.7,0.7,72000,-0.013916667,7.1,0.503,R,5,14,0
2012,TX,8,251052,51051,5958,194043,0.20334831,0.772919555,0.023732135,2012TX8,R,0.772919555,0,1,R,#N/A,#N/A,#N/A,10871.38,1363321.81,0,0,63,26,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.802674305,0.172521992,0.802674305,0.725616656,0.247881423,0.725616656,73,26,73,R,1,17,0,17,26.2,12.4,85.7,7.9,0.4,1.5,0.1,2.8,1.7,14.9,4.3,0.7,54212,-0.040452298,10.6,0.518,R,5,26,0
2012,TX,9,183566,144075,3352,36139,0.784867568,0.19687197,0.018260462,2012TX9,D,0.784867568,0,1,D,#N/A,#N/A,#N/A,451380.78,4009.33,0,0,39.5,-21,2012TX,0.44,0.47,-0.03,-16,4,D,1,0.22881428,0.757391247,0.757391247,0,0.936469914,0.936469914,23,76,76,D,1,8,8,0,31.7,7.1,38.1,36.4,0.3,10.6,0,13.3,1.3,41,6.5,1,39085,-0.050275042,19.9,-0.43,D,-5,-22,0
2012,TX,10,264019,95710,8526,159783,0.362511789,0.605195081,0.03229313,2012TX10,R,0.605195081,0,1,R,#N/A,#N/A,#N/A,122374.93,1337723.29,0,0,55.5,11,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.646738427,0.330488779,0.646738427,0.538883702,0.431481042,0.538883702,56,43,56,R,1,4,0,4,31.3,7.8,71.2,11.3,0.5,6.1,0.1,8.6,2.3,28,4.3,0.3,64505,-0.035749167,8.1,0.45,R,5,11,0
2012,TX,11,226023,41970,6311,177742,0.185689067,0.786388996,0.027921937,2012TX11,R,0.786388996,0,1,R,#N/A,#N/A,#N/A,0,1246484.65,4136,0,64.5,29,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.808426677,0.154428994,0.808426677,0.883307869,0,0.883307869,76,23,76,R,1,4,0,4,24.2,14.6,86.8,4.1,0.6,0.7,0,5.5,2.2,35.6,3.2,0.2,47294,-0.04442424,11.6,0.591,R,5,29,0
2012,TX,12,247712,66080,5983,175649,0.2667614,0.709085551,0.024153049,2012TX12,R,0.709085551,0,1,R,#N/A,#N/A,#N/A,10784,1412438.67,0,0,58.5,17,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.718572821,0.251338962,0.718572821,0.675941567,0.306041957,0.675941567,64,35,64,R,1,8,0,8,29.4,9.8,78.6,6.5,0.8,2.7,0.1,9.2,2.1,28.6,5.1,0.4,54728,-0.028595966,11.1,0.392,R,5,17,0
2012,TX,13,206388,0,18613,187775,0,0.909815493,0.090184507,2012TX13,R,0.909815493,0,1,R,#N/A,#N/A,#N/A,0,885088.11,0,0,64.5,29,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.870488992,0,0.870488992,0.776469371,0.223530629,0.776469371,77,22,77,R,1,9,0,9,25.5,13.8,83.5,6.1,0.7,1.7,0.1,5.5,2.3,22.8,3.5,0.4,45280,-0.051722615,11.2,0.529,R,5,30,0
2012,TX,14,245839,109697,4682,131460,0.446214799,0.534740216,0.019044985,2012TX14,R,0.534740216,1,1,R,#N/A,#N/A,#N/A,1180524.8,4872774.69,0,0,54,8,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.759902515,0.240097485,0.759902515,1,0,1,57,42,57,R,1,8,0,8,26.4,11.4,79.9,9.2,0.4,3.3,0,4.7,2.4,28.8,4.3,0.6,58869,-0.073587117,10,0.863,Likely R,3,9,0
2012,TX,15,146661,89296,3309,54056,0.608859888,0.368577877,0.022562235,2012TX15,D,0.608859888,0,1,D,#N/A,#N/A,#N/A,898706.01,186196.04,1692,0,49.5,-1,2012TX,0.44,0.47,-0.03,-16,4,D,1,0.415945046,0.557306411,0.557306411,0.319489579,0.657133433,0.657133433,42,57,57,D,1,16,16,0,26.6,11.2,81.3,1.7,0.3,1,0,14.6,1.1,81.1,5.3,0.8,35073,-0.059105295,26.7,-0.34,D,-5,-2,0
2012,TX,16,155005,101403,2559,51043,0.6541918,0.329299055,0.016509145,2012TX16,D,0.6541918,1,1,D,#N/A,#N/A,#N/A,1911886.36,132574.5,0,0,45.5,-9,2012TX,0.44,0.47,-0.03,-16,4,D,1,0.365770626,0.580749658,0.580749658,0,0.821399545,0.821399545,35,64,64,D,1,16,16,0,26.5,10.5,78.6,3.1,0.5,1.1,0.1,14.2,2.3,81.3,4.3,0.6,38487,-0.057551901,21.4,-0.321,D,-5,-10,0
2012,TX,17,179262,0,35978,143284,0,0.79929935,0.20070065,2012TX17,R,0.79929935,0,1,R,#N/A,#N/A,#N/A,0,1454180.75,0,0,56,12,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.61801879,0.365716338,0.61801879,0.455003897,0.529843872,0.455003897,58,41,58,R,1,1,0,1,24.5,12.1,81.6,9.9,0.5,2,0.1,4.2,1.6,20.3,4.3,0.5,44579,-0.041678817,12.7,0.605,R,5,12,0
2012,TX,18,194932,146223,4694,44015,0.75012312,0.225796688,0.024080192,2012TX18,D,0.75012312,0,1,D,#N/A,#N/A,#N/A,554810.24,133012.83,1115,0,39,-22,2012TX,0.44,0.47,-0.03,-16,4,D,1,0.272557925,0.701510868,0.701510868,0.203410025,0.773249461,0.773249461,23,77,77,D,1,16,16,0,31,8.5,46.8,37,0.3,3.6,0,10.8,1.4,42.8,6.1,0.9,38342,-0.043946586,22.5,-0.456,D,-5,-22,0
2012,TX,19,192063,0,28824,163239,0,0.849924244,0.150075756,2012TX19,R,0.849924244,0,1,R,#N/A,#N/A,#N/A,0,1335892.42,0,0,63,26,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.777798149,0.19055721,0.777798149,0.724389646,0.249472295,0.724389646,71,28,71,R,1,14,0,14,24.9,12.7,82.5,5.5,0.5,1.2,0.1,7.3,2.9,33.3,3.7,0.5,42609,-0.057616935,13.1,0.628,R,5,26,0
2012,TX,20,186177,119032,4769,62376,0.639348577,0.335036014,0.025615409,2012TX20,D,0.639348577,1,1,D,#N/A,#N/A,#N/A,1876826.06,58352.11,0,0,48.5,-3,2012TX,0.44,0.47,-0.03,-16,4,D,1,0.344492054,0.636166405,0.636166405,0.251814408,0.71897433,0.71897433,41,58,58,D,1,16,16,0,28.6,10.4,71.2,7.4,0.7,1.7,0.1,16.2,2.6,70.7,4.9,0.5,38235,-0.062482019,18.2,-0.347,D,-5,-4,0
2012,TX,21,308865,109326,12524,187015,0.353960468,0.605491072,0.04054846,2012TX21,R,0.605491072,0,1,R,#N/A,#N/A,#N/A,65885.76,1793175.64,0,0,55.5,11,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.688765351,0.278708068,0.688765351,0.799970429,0,0.799970429,56,42,56,R,1,17,0,17,26.1,12.3,81.5,6.6,0.5,3.5,0.1,5.3,2.5,28,3.9,0.6,61953,-0.019111262,7,0.425,R,5,11,0
2012,TX,22,250911,80203,10040,160668,0.319647206,0.640338606,0.040014188,2012TX22,R,0.640338606,0,1,R,#N/A,#N/A,#N/A,78580.39,1434148.96,0,0,57.5,15,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.674935046,0.298151501,0.674935046,0.524267383,0.453599573,0.524267383,60,39,60,R,1,2,0,2,29.2,8.5,64.8,13.9,0.4,12.8,0,5.8,2.3,27,4.1,0.4,73870,-0.031812644,7.4,0.541,R,5,15,0
2012,TX,23,192169,96676,7946,87547,0.50307802,0.455572959,0.041349021,2012TX23,R,0.455572959,0,1,D,#N/A,#N/A,#N/A,2236919.15,2534134.93,0,0,52.5,5,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.49396835,0.444441511,0.49396835,0.419174949,0.557616335,0.419174949,49,50,49,D,0,1,0,1,27,10.2,79,3.2,0.9,2,0.1,12.6,2.4,66.5,5,0.7,47600,-0.093172269,15.2,0.571,Leans D,-2,4,0
2012,TX,24,243489,87645,7258,148586,0.359954659,0.610237013,0.029808328,2012TX24,R,0.610237013,0,1,R,#N/A,#N/A,#N/A,6176.46,980808.04,0,0,57,14,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.815718047,0,0.815718047,0.559840293,0.410687813,0.559840293,58,41,58,R,1,4,0,4,31.4,7.5,66.5,13.9,0.5,9.3,0.3,7,2.5,26.3,5,0.3,61518,-0.020416789,7.8,0.602,R,5,13,0
2012,TX,25,263932,98827,10860,154245,0.374441144,0.584411894,0.041146962,2012TX25,D,0.374441144,1,1,R,#N/A,#N/A,#N/A,12060.36,6106040.34,0,0,55,10,2012TX,0.44,0.47,-0.03,-16,4,D,1,0.448350568,0.528235586,0.528235586,0.304477233,0.658282297,0.658282297,56,43,43,R,0,16,16,0,31.3,9,70.9,7.9,0.6,2.1,0.1,16.3,2.2,38.7,5,0.5,50067,-0.030219506,13,-0.403,R,5,10,0
2012,TX,26,258723,74237,7844,176642,0.286936221,0.682745639,0.030318139,2012TX26,R,0.682745639,0,1,R,#N/A,#N/A,#N/A,10226.01,990101.27,0,0,60,20,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.670527792,0.306959447,0.670527792,0.601712211,0.364290206,0.601712211,64,35,64,R,1,14,0,14,29.5,8.5,73.8,13.5,0.4,3.7,0.1,5.3,3.1,20.4,5.4,0.5,63896,-0.034446601,8.6,0.57,R,5,19,0
2012,TX,27,212651,83395,8572,120684,0.392168389,0.567521432,0.04031018,2012TX27,R,0.567521432,0,1,R,#N/A,#N/A,#N/A,604263.9,1234305.08,72478.65,0,56.5,13,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.478508603,0.471027213,0.478508603,0.383849771,0.579516002,0.383849771,59,40,59,R,1,1,0,1,25.8,10.9,87.3,2.4,0.3,1.1,0.1,7.3,1.6,73.1,4.9,0.6,39038,-0.046032071,21.7,0.546,R,5,13,0
2012,TX,28,165645,112456,3880,49309,0.678897643,0.297678771,0.023423587,2012TX28,D,0.678897643,0,1,D,#N/A,#N/A,#N/A,1279635.52,0,0,0,49,-2,2012TX,0.44,0.47,-0.03,-16,4,D,1,0.419561588,0.563481805,0.563481805,0.292222099,0.687070213,0.687070213,41,58,58,D,1,16,16,0,26.8,9.8,85.2,1.4,0.4,0.7,0,11,1.4,79.5,4.6,0.2,39781,-0.066212514,23.1,-0.227,D,-5,-3,0
2012,TX,29,95611,86053,9558,0,0.900032423,0,0.099967577,2012TX29,D,0.900032423,0,1,D,#N/A,#N/A,#N/A,721458.54,0,0,0,46,-8,2012TX,0.44,0.47,-0.03,-16,4,D,1,0.340936249,0.646128338,0.646128338,0.238889825,0.746465157,0.746465157,37,62,62,D,1,16,16,0,29.1,7,64.2,9.6,0.7,1.4,0,23,1.1,75.5,6.4,0.7,37813,-0.033639225,22.4,-0.322,D,-5,-8,0
2012,TX,30,217014,171059,4733,41222,0.788239468,0.189950879,0.021809653,2012TX30,D,0.788239468,0,1,D,#N/A,#N/A,#N/A,1410581.85,7705,0,0,38.5,-23,2012TX,0.44,0.47,-0.03,-16,4,D,1,0.216427732,0.757356683,0.757356683,0.158651018,0.824847041,0.824847041,21,78,78,D,1,16,16,0,30.8,8.2,41.1,41.3,0.4,1.5,0,13.7,1.9,39.4,6.5,0.7,38841,-0.044540563,22.5,-0.486,D,-5,-24,0
2012,TX,31,237187,82977,8862,145348,0.349837892,0.612799184,0.037362925,2012TX31,R,0.612799184,0,1,R,#N/A,#N/A,#N/A,0,783078.35,0,0,56.5,13,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.82539724,0,0.82539724,0.602679675,0.365799989,0.602679675,56,43,56,R,1,5,0,5,30.3,9.4,75.6,12.4,0.5,3.4,0.3,4.3,3.4,21.3,4.7,0.3,58052,-0.054399504,8.2,0.467,R,5,12,0
2012,TX,32,251636,99288,5695,146653,0.394569934,0.582798169,0.022631897,2012TX32,R,0.582798169,0,1,R,#N/A,#N/A,#N/A,79146.85,1716842.95,5461.89,0,55,10,2012TX,0.44,0.47,-0.03,-16,4,D,0,0.626102515,0.348848024,0.626102515,0.572512432,0.405721038,0.572512432,55,44,55,R,1,5,0,5,31.8,10,69.8,7.9,0.5,5.1,0.1,14.9,1.8,42.4,5.1,0.6,51947,-0.043409629,13.3,0.587,R,5,10,0
2012,TX,33,117375,85114,2009,30252,0.7251459,0.257738019,0.017116081,2012TX33,D,0.7251459,1,1,D,#N/A,#N/A,#N/A,8417534.36,30022,0,0,43,-14,2012TX,0.44,0.47,-0.03,-16,4,D,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31,69,69,D,1,16,16,0,29.6,7.4,60.1,16.1,0.6,2,0,19.3,1.8,65.5,7.9,#N/A,34680,#N/A,26.1,#N/A,D,-5,-14,0
2012,TX,34,144778,89606,2724,52448,0.618920002,0.362264985,0.018815013,2012TX34,D,0.618920002,1,1,D,#N/A,#N/A,#N/A,1508397.2,299988.31,0,0,48.5,-3,2012TX,0.44,0.47,-0.03,-16,4,D,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39,60,60,D,1,16,16,0,25.2,12.1,89.4,1.4,0.2,0.6,0,7.3,1.1,82.8,5.6,#N/A,34759,#N/A,27,#N/A,D,-5,-4,0
2012,TX,35,165179,105626,6659,52894,0.639463854,0.320222304,0.040313841,2012TX35,D,0.639463854,0,1,D,#N/A,#N/A,#N/A,2100073.9,209440.53,7775,0,45.5,-9,2012TX,0.44,0.47,-0.03,-16,4,D,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35,63,63,D,1,16,16,0,30.4,8.4,68.7,9.4,0.9,1.4,0.1,16.6,2.9,63.2,6.3,#N/A,39572,#N/A,20.8,#N/A,D,-5,-10,0
2012,TX,36,233832,62143,6284,165405,0.265759178,0.707366827,0.026873995,2012TX36,R,0.707366827,1,1,R,#N/A,#N/A,#N/A,2701,1669246.6,0,0,60,20,2012TX,0.44,0.47,-0.03,-16,4,D,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69,30,69,R,1,0,16,0,26.1,12.3,80,9.4,0.6,2.4,0.1,5.6,1.9,21.9,6,#N/A,53678,#N/A,11.4,#N/A,R,5,21,0
2012,UT,1,245528,60611,9430,175487,0.246859829,0.714733147,0.038407025,2012UT1,R,0.714733147,0,1,R,#N/A,#N/A,#N/A,246329.43,418832.58,0,0,62.5,25,2012UT,0.28,0.66,-0.38,-18,4,D,0,0.691935005,0.239253666,0.691935005,0.64854916,0.304730676,0.64854916,67.7,29.4,67.7,R,1,17,0,17,28.3,8.7,89.2,1.4,0.7,1.7,0.6,4.1,2.3,13.7,4.5,0.7,57085,-0.031006394,8.2,0.53,R,5,24,0
2012,UT,2,248545,83176,10846,154523,0.334651673,0.621710354,0.043637973,2012UT2,D,0.334651673,1,1,R,#N/A,#N/A,#N/A,95929.04,1507524.85,0,0,58,16,2012UT,0.28,0.66,-0.38,-18,4,D,1,0.460601079,0.504873991,0.504873991,0.344744133,0.633506065,0.633506065,58.5,38.4,38.4,R,0,6,6,0,27.6,11.4,90.2,0.9,2.1,2.2,0.5,2.2,2,8.5,4.3,1,57568,-0.022738327,7.8,-0.115,R,5,15,0
2012,UT,3,259547,60719,0,198828,0.233942215,0.766057785,0,2012UT3,R,0.766057785,0,1,R,#N/A,#N/A,#N/A,30781.68,859021.28,0,0,62.5,25,2012UT,0.28,0.66,-0.38,-18,4,D,0,0.723245991,0.22941621,0.723245991,0.656104312,0.282829771,0.656104312,67.5,29.5,67.5,R,1,8,0,8,28.3,6.8,88.7,0.9,0.7,2.2,1.6,3.5,2.4,15.6,4.7,0.8,58757,-0.021393196,8.8,0.647,R,5,24,0
2012,UT,4,245277,119803,6439,119035,0.488439601,0.485308447,0.026251952,2012UT4,D,0.488439601,0,1,D,#N/A,#N/A,#N/A,2384427.1,3148263.83,0,0,57,14,2012UT,0.28,0.66,-0.38,-18,4,D,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56.1,40.9,40.9,R,0,16,16,0,30.8,8.2,86.8,1.5,0.7,2.7,1.5,4.6,2.3,16.1,5.3,#N/A,61088,#N/A,9.2,#N/A,Leans R,2,13,0
2012,VT,1,289663,208600,13520,67543,0.720147206,0.233177865,0.046674929,2012VT1,D,0.720147206,0,1,D,#N/A,#N/A,#N/A,669593.39,133809,2651095,0,43.5,-13,2012VT,0.59,0.35,0.24,-29,4,D,1,0.320319804,0.645670612,0.645670612,0,0.832474149,0.832474149,30.6,67.8,67.8,D,1,11,11,0,24,14.4,95.5,0.9,0.3,1.2,0,0.3,1.8,1.5,4.3,0.2,53422,-0.034948149,7.1,-0.411,D,-5,-14,0
2012,VA,1,356189,147036,8308,200845,0.412803315,0.563871989,0.023324696,2012VA1,R,0.563871989,0,1,R,#N/A,#N/A,#N/A,194342.83,764995.04,0,0,54,8,2012VA,0.46,0.48,-0.02,-16,4,D,0,0.638741778,0.347839198,0.638741778,0.56576055,0.417528005,0.56576055,55.4,43.8,55.4,R,1,17,0,17,25.8,12.3,71.7,20.1,0.4,2.8,0.1,2.6,2.4,6.5,3.9,0.5,71296,-0.050507742,5.1,0.421,R,5,9,0
2012,VA,2,308779,142548,0,166231,0.461650566,0.538349434,0,2012VA2,R,0.538349434,0,1,R,#N/A,#N/A,#N/A,2003888.41,2604370.2,0,0,52.5,5,2012VA,0.46,0.48,-0.02,-16,4,D,0,0.531243798,0.424507935,0.531243798,0.47462423,0.524016386,0.47462423,51.1,47.9,51.1,R,1,1,0,1,28.4,10.8,67.3,22.3,0.3,5.1,0.1,1.5,3.4,6.9,4.1,0.5,60511,-0.04476872,6.3,0.405,Likely R,3,5,0
2012,VA,3,318130,259199,0,58931,0.814758118,0.185241882,0,2012VA3,D,0.814758118,0,1,D,#N/A,#N/A,#N/A,436493.13,38607.28,775,0,38.5,-23,2012VA,0.46,0.48,-0.02,-16,4,D,1,0.271830384,0.700146431,0.700146431,0,0.970168387,0.970168387,33.9,65.4,65.4,D,1,10,10,0,27.4,11.1,38.5,54.8,0.4,2.2,0.1,1.1,2.8,4.8,6.9,0.6,42877,-0.040441262,15.7,-0.453,D,-5,-19,0
2012,VA,4,349482,150190,0,199292,0.429750316,0.570249684,0,2012VA4,R,0.570249684,0,1,R,#N/A,#N/A,#N/A,77669.42,1297898.51,0,0,53,6,2012VA,0.46,0.48,-0.02,-16,4,D,0,0.623315809,0.374506651,0.623315809,0.595104642,0.403684672,0.595104642,39.1,60.1,39.1,D,0,5,0,5,26.6,11.7,61.1,33.6,0.3,1.9,0.1,1.1,1.9,4.3,4.6,0.4,60645,-0.039508616,7.2,0.407,R,5,2,0
